dataset,y_true,xgb_mean_prob,lr_mean_prob,cat_mean_prob,bias,ensemble_prob,selected_threshold,y_pred_threshold_opt
train,0,0.1392768919467926,0.07459035341955154,0.0,-0.06468653852724106,0.10693362268317208,0.16,0
train,0,0.1392768919467926,0.07096092131873376,0.0,-0.06831597062805884,0.10511890663276319,0.16,0
train,0,0.14101730287075043,0.05179354001387196,0.0,-0.08922376285687847,0.09640542144231119,0.16,0
train,0,0.14347858726978302,0.0626865722213436,0.0,-0.08079201504843941,0.10308257974556331,0.16,0
train,0,0.2364388406276703,0.2580597539166604,0.0,0.02162091328899013,0.24724929727216535,0.16,1
train,0,0.2429811656475067,0.3098151662220673,0.0,0.06683400057456057,0.276398165934787,0.16,1
train,1,0.25250735878944397,0.31850893419668874,0.0,0.06600157540724477,0.28550814649306633,0.16,1
train,0,0.23698480427265167,0.3035236128788312,0.0,0.0665388086061795,0.27025420857574145,0.16,1
train,0,0.1392768919467926,0.011964754776302109,0.0,-0.1273121371704905,0.07562082336154735,0.16,0
train,0,0.2571200728416443,0.10127750019388576,0.0,-0.15584257264775853,0.17919878651776502,0.16,1
train,0,0.14347858726978302,0.08041369047359188,0.0,-0.06306489679619114,0.11194613887168745,0.16,0
train,0,0.23605938255786896,0.22753645408663764,0.0,-0.008522928471231317,0.2317979183222533,0.16,1
train,0,0.2549129128456116,0.260544937040695,0.0,0.005632024195083407,0.25772892494315325,0.16,1
train,0,0.2571200728416443,0.35095962214979876,0.0,0.09383954930815447,0.30403984749572155,0.16,1
train,0,0.23281635344028473,0.2360878898145146,0.0,0.003271536374229861,0.23445212162739965,0.16,1
train,0,0.25271478295326233,0.2554026220706514,0.0,0.002687839117389068,0.25405870251195684,0.16,1
train,0,0.23698480427265167,0.2968345612358642,0.0,0.05984975696321254,0.26690968275425797,0.16,1
train,1,0.24632032215595245,0.32602393233836335,0.0,0.0797036101824109,0.2861721272471579,0.16,1
