trial,source,objective,xgb,lr,cat,ROC AUC,AP,Accuracy,Balanced Acc,Precision,Recall,Specificity,F1,F2,MCC,threshold
57,bayes_ei,0.8198432229700925,0.5179858168266027,0.10322961561670004,0.37878456755669726,0.6886128089290461,0.29962910962507483,0.5786350148367952,0.688612808929046,0.25139664804469275,0.8490566037735849,0.528169014084507,0.3879310344827586,0.5754475703324808,0.2751967016556675,0.25
16,bayes_ei,0.8196664475802344,0.24291585874736416,0.4799265402296253,0.2771576010230106,0.6881477544512358,0.31040232125879214,0.5578635014836796,0.6762888652670742,0.24193548387096775,0.8490566037735849,0.5035211267605634,0.37656903765690375,0.5653266331658291,0.25811131121314795,0.24
8,initial,0.8196473799199977,0.5219262965382323,0.39086888798844943,0.08720481547331826,0.6883470635131543,0.30799342415039677,0.5608308605341247,0.6780494286473558,0.24324324324324326,0.8490566037735849,0.5070422535211268,0.3781512605042017,0.5667506297229219,0.2605313720894361,0.2
28,bayes_ei,0.8194768101234677,0.6676595413815503,0.16058097196185273,0.17175948665659702,0.6895429178846665,0.3011613033101863,0.5608308605341247,0.6780494286473558,0.24324324324324326,0.8490566037735849,0.5070422535211268,0.3781512605042017,0.5667506297229219,0.2605313720894361,0.2
40,bayes_ei,0.8192632093490394,0.5865252220362894,0.34800589842220686,0.06546887954150371,0.6877491363273983,0.3050794809133588,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.2
59,bayes_ei,0.8192098618528797,0.3615820323877948,0.4902753609192151,0.14814260669299018,0.6877491363273983,0.31011248324120577,0.5578635014836796,0.6762888652670742,0.24193548387096775,0.8490566037735849,0.5035211267605634,0.37656903765690375,0.5653266331658291,0.25811131121314795,0.21
46,bayes_ei,0.8191505120128298,0.67596176130675,0.26897104622642765,0.055067192466822346,0.6890114270528833,0.30481615537557527,0.5548961424332344,0.6745283018867925,0.24064171122994651,0.8490566037735849,0.5,0.37499999999999994,0.5639097744360902,0.2556975288244511,0.18
30,bayes_ei,0.8191454210078017,0.5403142366030367,0.38523503302796747,0.07445073036899585,0.6878820090353441,0.3064866647861056,0.5637982195845698,0.6798099920276375,0.24456521739130435,0.8490566037735849,0.5105633802816901,0.37974683544303794,0.5681818181818181,0.26295794394109473,0.2
42,bayes_ei,0.8190215788407096,0.1740075127399027,0.5508031331514662,0.2751893541086311,0.6882806271591815,0.31043416115023,0.5489614243323442,0.6710071751262291,0.23809523809523808,0.8490566037735849,0.49295774647887325,0.371900826446281,0.5610972568578554,0.2508878753139311,0.23
12,initial,0.8188882948224312,0.1606813835049682,0.5631173107511924,0.2762013057438394,0.6881477544512357,0.3104321045985672,0.5489614243323442,0.6710071751262291,0.23809523809523808,0.8490566037735849,0.49295774647887325,0.371900826446281,0.5610972568578554,0.2508878753139311,0.23
47,bayes_ei,0.8185026344710401,0.5213535673549787,0.09599514616559503,0.38265128647942626,0.687948445389317,0.29624798482845854,0.5786350148367952,0.688612808929046,0.25139664804469275,0.8490566037735849,0.528169014084507,0.3879310344827586,0.5754475703324808,0.2751967016556675,0.25
15,bayes_ei,0.8181800209676156,0.7463592026187499,0.22569649092468871,0.027944306456561402,0.6885463725750731,0.3022889725385549,0.5548961424332344,0.6745283018867925,0.24064171122994651,0.8490566037735849,0.5,0.37499999999999994,0.5639097744360902,0.2556975288244511,0.17
31,bayes_ei,0.8176241900635706,0.5115830758166916,0.45070132358255327,0.03771560060075513,0.6870183364336966,0.3058381237631684,0.5578635014836796,0.6762888652670742,0.24193548387096775,0.8490566037735849,0.5035211267605634,0.37656903765690375,0.5653266331658291,0.25811131121314795,0.18
36,bayes_ei,0.8172925626424105,0.5243775176311092,0.4486932527263539,0.02692922964253691,0.686752591017805,0.3055087137368263,0.5578635014836796,0.6762888652670742,0.24193548387096775,0.8490566037735849,0.5035211267605634,0.37656903765690375,0.5653266331658291,0.25811131121314795,0.18
51,bayes_ei,0.8167723271208052,0.4610533439668232,0.5074271721735034,0.0315194838596734,0.6866861546638321,0.3071602650274544,0.5489614243323442,0.6710071751262291,0.23809523809523808,0.8490566037735849,0.49295774647887325,0.371900826446281,0.5610972568578554,0.2508878753139311,0.17
5,initial,0.816296373300222,0.3030594251088902,0.5605924259836756,0.13634814890743407,0.6866197183098592,0.30898924519881377,0.5400593471810089,0.665725484985384,0.234375,0.8490566037735849,0.4823943661971831,0.3673469387755102,0.556930693069307,0.24371473287338627,0.19
4,initial,0.8160634297927103,0.39492551702158524,0.5460889592299523,0.05898552374846244,0.686752591017805,0.30844296687789435,0.5370919881305638,0.6639649216051023,0.23316062176165803,0.8490566037735849,0.4788732394366197,0.3658536585365854,0.5555555555555556,0.2413337968754173,0.17
11,initial,0.8159899788361299,0.3416585017591927,0.5844052079900904,0.07393629025071691,0.6866197183098591,0.3086264079156724,0.5727002967359051,0.6697448844007441,0.24293785310734464,0.8113207547169812,0.528169014084507,0.3739130434782609,0.5526992287917738,0.24750112127917584,0.22
39,bayes_ei,0.8158581606719634,0.6720426547975037,0.10961895061004916,0.21833839459244714,0.6864204092479405,0.2933594475701389,0.5727002967359051,0.6850916821684826,0.24861878453038674,0.8490566037735849,0.5211267605633803,0.38461538461538464,0.5725190839694657,0.2702790702609713,0.21
43,bayes_ei,0.8147279545951003,0.5762946654040487,0.09307852865067674,0.33062680594527455,0.6868854637257507,0.29202130996054687,0.5578635014836796,0.6762888652670742,0.24193548387096775,0.8490566037735849,0.5035211267605634,0.37656903765690375,0.5653266331658291,0.25811131121314795,0.23
18,bayes_ei,0.8026995574654407,0.7432043432179423,0.05,0.20679565678205775,0.6777836832314643,0.27208848697503546,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.2
